file_name	summary
chunk_14.txt	Er setzt sich über die Meinung seiner Herren hinweg und verbannt das Baby. Einer seiner Herren, Antigonus, wird angewiesen, das Baby zu nehmen und es weit weg von Sizilien auszusetzen.
chunk_15.txt	Hermine wird Hochverrat vorgeworfen, darunter Ehebruch mit Polixenes und eine Verschwörung, um König Leontes Schaden zuzufügen.
chunk_16.txt	Hermine verteidigt ihre Unschuld und geht auf Leontes 'Anschuldigungen ein. Leontes wirft ihr weiterhin Untreue vor und ein Kind mit Polixenes gezeugt zu haben.
chunk_17.txt	Cleomenes und Dion überbringen das Urteil des Orakels, das Hermine, Polixenes und Camillo unschuldig erklärt und voraussagt, dass Leontes keinen Erben haben wird, wenn das verbannte Baby nicht gefunden wird. Leontes lehnt das Orakel ab, nur um zu erfahren, dass sein Sohn gestorben ist . Hermine fällt in Ohnmacht und wird herausgebracht. Leontes bereut sofort.
chunk_18.txt	Paulina kehrt zurück und sagt, dass Hermine tot ist. Leontes schwört ewige Trauer.
chunk_19.txt	In Böhmen lässt Antigonus das Baby widerwillig allein, aber als er die Rückreise antritt, wird er von einem Bären getötet.
chunk_20.txt	Das Baby wird von einem Hirten und seinem Sohn, einem Clown, gerettet und adoptiert.
chunk_21.txt	Der Chor Zeit führt das Stück um 16 Jahre in die Zukunft. 
chunk_22.txt	Autolycus, ein schelmischer Charakter, singt ein verspieltes Lied über den Wechsel der Jahreszeiten und seinen eigenen unbeschwerten Lebensstil.
chunk_23.txt	Autolycus gibt vor, ein Opfer zu sein. Der Clown sympathisiert zunächst mit ihm und bietet seine Hilfe an.
chunk_24.txt	Autolycus, der Hirte und der Clown unterhalten sich über Autolycus ‘schelmische Natur und seine aktuelle Kleidung. Währenddessen sind Florizel und Perdita zusammen im Hirtenhaus. Florizel lobt Perditas Aussehen, aber sie äußert sich besorgt über den Unterschied in ihrem sozialen Status.
chunk_25.txt	Polixenes und Camillo verkleiden sich, um an einem Schafschurfest teilzunehmen. Polixenes möchte herausfinden, was mit seinem Sohn Florizel los ist, der in die Adoptivtochter des Hirten, die jetzt Perdita heißt, verliebt ist.
chunk_26.txt	Es wird getanzt und gesungen, und Florizel und Perdita planen zu heiraten. Die Szene ist voller Fröhlichkeit und Tanz, wobei die Liebe von Perdita und Florizel voll zur Geltung kommt.
chunk_27.txt	Der Hirte und Polixenes besprechen Florizels Zuneigung zu Perdita. Der Hirte lobt Florizels Liebe zu seiner Tochter. Sie beobachten Perdita beim Tanzen und Polixenes kommentiert ihre Anmut.
chunk_28.txt	Die Szene geht damit weiter, dass Autolycus Balladen zum Verkauf anbietet. Der Clown und die Hirtentöchter besprechen die Balladen.
chunk_29.txt	 Die Szene zeigt Florizels aufrichtige Zuneigung und Entschlossenheit, Perditas Herz zu gewinnen, selbst angesichts möglicher Herausforderungen durch ihren Vater Polixenes.
chunk_30.txt	Als Polixenese erkennt, dass sein Sohn mit ihr liiert ist, verrät er seine Identität und greift ein, indem er den Hirten droht, weil sie die Beziehung zwischen dem Prinzen und der jungen Hirtin erleichtern.
chunk_31.txt	Florizel bringt seine Entschlossenheit zum Ausdruck, seine Liebe zu Perdita fortzusetzen. Er erwähnt, dass er Böhmen verlassen wird und bittet Camillo, seinem Vater in seiner Abwesenheit Rat zu geben.
chunk_32.txt	Mit Camillos Hilfe fliehen die beiden Liebenden nach Sizilien, wo der inzwischen fromme Leontes noch immer das Grab seiner Frau besucht. Camillo entwirft einen Plan für Florizels Abreise und seine eventuelle Rückkehr nach Sizilien mit Perdita.
chunk_33.txt	Camillo, Florizel und Perdita besprechen ihren Plan und wie sie vorgehen werden. Während sie ihr Gespräch fortsetzen, betritt Autolycus erneut die Szene.
chunk_34.txt	Camillo und ein schelmischer Minnesänger, Autolycus, helfen den Liebenden bei der Flucht nach Sizilien. Währenddessen betreten der Clown und der Hirte die Szene und besprechen, dass Perdita ein Wechselbalg ist. 
chunk_35.txt	Zurück in Böhmen beschließt der Hirte, Polixenes die Wahrheit über Perditas Geburt zu sagen, wodurch sie für die Ehe mit Florizel in Frage kommt. 
chunk_36.txt	Der Hirte bietet Autolycus Gold für sein Geschäft an, und der Clown stimmt zu. Autolycus nimmt das Gold an und erklärt sich bereit zu helfen. 
chunk_37.txt	Cleomenes und Paulina sprechen mit Leontes über seine Reue und Wiedergutmachung für seine vergangenen Taten. Leontes beklagt das Unrecht, das er sich selbst angetan hat, und die Zerstörung, die er durch seine Eifersucht verursacht hat.
chunk_38.txt	Leontes denkt darüber nach, wie er Paulinas Rat früher hätte anhören sollen. Ein Bote meldet die Ankunft von Prinz Florizel, dem Sohn des Polixenes, und seiner Prinzessin.
chunk_39.txt	 Florizel und Perdita sind angekommen und Leontes heißt sie willkommen. Er drückt sein Bedauern über seine vergangenen Taten aus und lobt Perditas Schönheit. 
chunk_40.txt	Florizel geht zum Hof von Sizilien und stellt Perdita Leontes vor. Als auch die Hirten und Polixener eintreffen, beginnt sich die ganze Sache mit einer Offenbarung nach der anderen zu entwirren.
chunk_41.txt	Als Polixenes unerwartet eintrifft, wird die Herzlichkeit seines Treffens mit Leontes von einer Gruppe Herren beschrieben, die von der Auflösung der gesamten Geschichte von Perdita berichten.
chunk_42.txt	Es findet ein Gespräch zwischen mehreren Herren und Charakteren statt. Sie besprechen die jüngsten Ereignisse, einschließlich der Enthüllung, dass die Tochter des Königs gefunden wurde.
chunk_43.txt	 Autolycus bittet den Hirten und den Clown um Vergebung und eine positive Empfehlung. Später besuchen Leontes und seine Gruppe eine Kapelle, in der Paulina eine lebensechte Statue von Hermine enthüllt.
chunk_44.txt	 Paulina lädt alle zu Hermines Grab ein, um eine bemerkenswerte Skulptur von Hermine zu besichtigen. 
chunk_45.txt	Paulina verrät, dass sie die Statue dazu bringen kann sich zu bewegen. Als dies der Fall ist, stellt sich heraus, dass es sich um Hermine handelt, die von Paulina versteckt wurde, bis Leontes zur Besinnung kam. Perdita und Hermine sind wieder vereint.
