chunk_file	summary
chunk_9.txt	When Macduff discovers the body, he calls the whole castle together. Macbeth and Lenox rush to the crime scene. When they return a little later, Macbeth protests that the guards murdered the king - and that he summarily killed them in a fit of rage. The murderous couple feign horror, Lady Macbeth even pretends to faint. 
chunk_9.txt	Macduff discovers the murder, raises the alarm and rouses all court society into a frenzy. In the general confusion, Macbeth kills Duncan's two valets as the suspected murderers. 
chunk_10.txt	But Duncan's sons Malcolm and Donalbain become suspicious. They leave immediately for England. However, this exposes them to suspicion that they themselves are behind the murder of their father. It is now Macbeth who is to be crowned as the new king. 
chunk_10.txt	While Macduff becomes suspicious of this act, the king's sons, Donalbain and Malcolm, decide to flee to Ireland and England respectively, fearing that they too will be murdered and suspected of having killed their father. 
chunk_10.txt	When King Duncan is found murdered, his son Malcolm flees to England fearing for his own life. 
chunk_11.txt	Banquo hopes that the witches' prophecy will also come true for him or his descendants, but at the same time he suspects the new king of murder. Macbeth in turn fears Banquo's intelligence and fearlessness. He invites him to the coronation meal, but at the same time plans to kill him. Even more important to him is the murder of Banquo's son Fleance, since according to the witches he will one day succeed him.
chunk_11.txt	After Duncan's death and his sons' flight, Macbeth is crowned king, third in line to the throne. However, he fears for his position, on the one hand because Banquo knows about the witches, on the other hand because according to their prophecy Macbeth will not be the progenitor of the royal line. 
chunk_11.txt	Macbeth becomes king of Scotland but fears for his position as he has no descendants of his own. 
chunk_12.txt	He sends out assassins to kill Banquo and his son Fleance.
chunk_12.txt	Macbeth shudders at the thought of murdering King Duncan for the benefit of Banquo's descendants. He summons two murderers to the royal palace and instructs them to do the deed that same night. 
chunk_13.txt	He hints at his bloody plan to Lady Macbeth, but thinks it would be better if she didn't know anything about the recent murder. Her joy after the deed will be all the greater. When Banquo and his son want to attend the new king's banquet that evening, they are attacked in front of the castle. The assassins manage to kill Banquo, but Fleance escapes.
chunk_13.txt	They manage to kill Banquo, but Fleance escapes.
chunk_13.txt	He has Banquo killed by hired assassins, but his son Fleance escapes the plot.
chunk_14.txt	Macbeth learns of this failure while celebrating in the presence of numerous nobles in a magnificent hall. He pretends to be worried about Banquo's absence. When he is asked to sit down with the others at the table, the king replies that all the chairs are already occupied – only to freeze in shock the next moment. On his seat he sees the ghost of the murdered Banquo! To the astonishment of those present, who do not see the dead man, he appears to begin speaking to an empty chair. Lady Macbeth fears her husband will give himself away. She tries to save the situation by describing her husband's behavior as an illness he has suffered from since childhood. But the seizure will soon be over. Macbeth himself angrily tells her to pull herself together. For a moment things seem to calm down: the ghost disappears and Macbeth regains consciousness.
chunk_14.txt	When Macbeth finds out about this, he reacts angrily, since he still has to fear for his kingship. That same evening, Macbeth gives a banquet to celebrate his coronation. When the ghost of Banquos appears and takes a seat on Macbeth's chair, the king appears frightened and confused. But since only he himself is aware of Banquo, society is greatly disturbed by the king's strange behavior, who recoils from an empty chair. Lady Macbeth tries to salvage the situation and gloss over her husband's treacherous exclamations by first apologizing his hallucinations as a temporary and harmless family illness. 
chunk_14.txt	Banquo's bloodstained ghost appears at a state banquet, to which Macbeth reacts with such panic that Lady Macbeth sends the irritated guests away to avoid suspicion.
chunk_15.txt	But when he hypocritically toasts Banquo's well-being, the ghost reappears. Macbeth urges it to go away. The celebration is canceled early. Afterwards, the couple discovers that Macduff stayed away from the event with no explanation. Macbeth decides to question the three witches about his fate. 
chunk_15.txt	But when the incident repeats itself, she breaks off the celebration and sends the guests home. In light of these events, Macbeth decides to visit the three witches a second time to get certainty about his future. 
chunk_16.txt	The witches, meanwhile, are severely reprimanded by the chief witch Hekate for confronting Macbeth with prophecies without her consent. Hecate instructs the witches to prepare a magic potion for the renewed meeting with Macbeth, which is supposed to bring about his final downfall. Meanwhile, somewhere in Scotland, the nobleman Lenox and another lord meet to exchange information and rumours. Lenox suspects that Macbeth is responsible for the murders, while the lord reports that the disgraced Macduff has fled to the English royal court and is planning with the English ruler to overthrow the assassin and tyrant Macbeth. 
chunk_17.txt	The witches dance around a cauldron of bubbling brew containing all sorts of macabre: goat's bile, rat's blood, dog's head, a Turk's nose, a child's hand, baboon's blood, etc. Macbeth enters and wants to know his future. Several apparitions are conjured up by the witches: First, an armored head appears under the rumble of thunder, warning the king about Macduff. Then a bloody child says that no one ever borne by a woman can harm Macbeth. The appearance of a crowned child assures Macbeth that he is invincible - at least until the forest of Birnam moves against the mountain of Dunsinane. Macbeth is relieved: something like that could never happen. 
chunk_17.txt	Macbeth knocks on the door, enters and asks the old women to tell him his future fate. The witches then conjure up three apparitions: the first, an armed head, tells him to beware of Macduff. The second, a bloody child, proclaims to him that no man born of woman can ever harm him. The third vision, a crowned child holding a tree, promises Macbeth that he has nothing to fear unless Birnam Wood comes to Dunsinane.
chunk_17.txt	As Macbeth continues to fear for his hold on power, he seeks out the witches to learn more about his future. They warn him about Macduff, but reassure him about his rule. As long as Birnam Forest does not move towards its castle, nothing will happen to it, also because no man born of women can kill him. 
chunk_18.txt	But he desperately wants to know if Banquo's descendants will one day rule. In response, a procession of kings appears, one holding a mirror reflecting infinite rulers. The entourage is accompanied by the grinning ghost of Banquo. Now Macbeth knows that the prophecy will be fulfilled. As soon as the witches are gone, he learns from Lenox that Macduff has fled to England. He decides to attack the renegade's castle and kill his family and followers. 
chunk_18.txt	The king is pleased with these new prophecies, but urges the witches to tell him whether Banquo's descendants will really be kings. The three sisters then confront Macbeth with further apparitions: eight figures dressed like kings and apparently descendants of Banquo, and finally Banquo himself at the end of the line. With this vision, the witches disappear, leaving Macbeth alone. Lennox appears and reports to the king that Macduff has fled to England to join Malcolm in leading a rebellion against Macbeth. In revenge, he orders Macduff's wife and children to be murdered.
chunk_18.txt	Macbeth learns that Macduff has fled to England and suspects a planned rebellion. 
chunk_19.txt	Lady Macduff feels abandoned by her husband. She bitterly reproaches the absentee and tells her son that he no longer has a father. At that moment, a messenger rushes in, telling Lady Macduff to get to safety immediately. But it's too late: a gang of murderers breaks in and kills the child, while the lady, pursued by the pack, flees. 
chunk_20.txt	Macduff and Malcolm, the son of the murdered Duncan, meet in the English royal castle. At first there is an atmosphere of distrust. Malcolm says that he himself would be a much more terrible king than Macbeth in his lack of self-control and conscientiousness. At these words, Macduff is overcome with a great sadness for Scotland's fate, which instills confidence in his counterpart. The two decide to join forces against Macbeth.
chunk_21.txt	A messenger reports terrible things: Macbeth has had Macduff's entire family exterminated.
chunk_22.txt	Macduff is shaken to the core at first, but then vows revenge. 
chunk_22.txt	Macduff, who forges an alliance against Macbeth with Malcolm and King Edward in England, seeks revenge when he learns of the crime. Together with Malcolm and Siward, the Earl of Northumberland and English general, Macduff goes to war against Macbeth. 
chunk_22.txt	After being informed of the death of his wife and children, Macduff vows to personally kill Macbeth.
chunk_23.txt	Before that, however, a maid and a doctor experience how Lady Macbeth is troubled by her bad conscience and admits her guilt without wanting to. At night she sleepwalks through the castle, talks about blood and constantly washes her hands. The doctor declares that he is overwhelmed and recommends the queen into the hands of a cleric.
chunk_23.txt	His wife, plagued by a guilty conscience over her guilt in Duncan's death, suffers from nightmares and wanders and fantasizes in her sleep
chunk_24.txt	Macbeth, on the other hand, is confident because he trusts the witches' predictions. He believes he is invincible, although many of his soldiers and followers have deserted. 
chunk_24.txt	The English army, led by the rightful heir to the throne Malcolm, joins Macduff in the war against the Scottish usurper.
chunk_25.txt	The approaching troops hide behind camouflaged branches and twigs from Birnam Forest to advance unnoticed to Dunsinane. When Macbeth learns of the walking forest, he realizes that this part of the prophecy will be fulfilled.
chunk_25.txt	Macbeth decides to fight his enemies to the bitter end when he sees the army cloaked in twigs approaching.
chunk_25.txt	But Macbeth's self-confidence begins to falter bit by bit: first he learns that Lady Macbeth has died in the meantime; then a messenger tells him that Birnam Forest is indeed moving towards the castle - for the enemy soldiers are holding branches and young trees above their heads to cover up their numbers.
chunk_26.txt	Macbeth recognizes and curses the ambiguity of the witches and throws himself into the fray, still confident that every opponent is born of a woman and can therefore not be dangerous to him. But when he comes across Macduff, this prophecy of the witches proves to be double-edged: Macduff was born by caesarean section.
chunk_26.txt	But at first no one can kill the king. Finally, Macduff faces Macbeth in a duel. To the tyrant's sneer that no man born of woman is capable of killing him, Macduff replies that he was not born of his mother, but was cut from her belly prematurely. 
chunk_26.txt	Macbeth Goes to Battle
chunk_27.txt	When Macduff confronts him and says he was born by caesarean section, Macbeth realizes the ambiguity of the prophecies. Macbeth throws himself into the duel anyway and dies. Malcolm is crowned the new, rightful King of Scotland. 
chunk_27.txt	He fights with Macduff but succumbs and is killed. Malcolm is proclaimed the new king of Scotland.
chunk_27.txt	Macbeth still refuses to surrender and is killed in single combat by Macduff. Then Duncan's son Malcolm is proclaimed the new King of Scotland.
