chunk_file	summary
chunk_10.txt	Doch Duncans Söhne Malcolm und Donalbain werden misstrauisch. Sie brechen unverzüglich nach England auf. Dadurch setzen sie sich jedoch dem Verdacht aus, sie selbst seien die Drahtzieher des Mordes an ihrem Vater. Macbeth ist es nun, der zum neuen König gekrönt werden soll.
chunk_10.txt	Während Macduff durch diese Tat Verdacht schöpft, beschließen die Söhne des Königs, Donalbain und Malcolm, nach Irland bzw. England zu fliehen, weil sie Angst haben, ebenfalls ermordet und zudem verdächtigt zu werden, ihren Vater getötet zu haben.
chunk_10.txt	Als König Duncan ermordet aufgefunden wird, flieht sein Sohn Malcolm, sich um sein eigenes Leben sorgend, nach England.
chunk_11.txt	Banquo macht sich Hoffnungen, dass die Prophezeiung der Hexen auch für ihn bzw. seine Nachkommen in Erfüllung geht, er verdächtigt jedoch zugleich den neuen König des Mordes. Dieser wiederum fürchtet sich vor Banquos Intelligenz und Unerschrockenheit. Er lädt ihn zum Krönungsmahl ein, plant jedoch zugleich, ihn zu töten. Wichtiger noch ist ihm die Ermordung von Banquos Sohn Fleance, da dieser laut den Hexen einst seine Nachfolge antreten wird.
chunk_11.txt	Nach Duncans Tod und der Flucht seiner Söhne wird Macbeth als dritter in der Thronfolge zum König gekrönt. Er fürchtet aber um seine Position, zum einen, weil Banquo von den Hexen weiß, zum anderen, weil nach deren Prophezeiung nicht Macbeth Stammvater der königlichen Linie sein wird.
chunk_11.txt	Macbeth wird König von Schottland, fürchtet aber um seine Position, da er keine eigenen Nachkommen hat.
chunk_12.txt	Er schickt Mörder aus, um Banquo und dessen Sohn Fleance ermorden zu lassen.
chunk_12.txt	 Macbeth graust es bei der Vorstellung, den Mord an König Duncan zugunsten Banquos Nachkommen begangen zu haben. Er bestellt zwei Mörder ins Königsschloss und beauftragt sie, die Tat noch in derselben Nacht zu vollbringen.
chunk_13.txt	Gegenüber Lady Macbeth deutet er sein blutiges Vorhaben zwar an, doch hält er es für besser, wenn sie nichts von dem neuerlichen Mord weiß. Ihre Freude nach vollbrachter Tat werde umso größer sein. ls Banquo und sein Sohn am Abend zum Bankett des neuen Königs wollen, werden sie vor dem Schloss angegriffen. Es gelingt den Mördern, Banquo zu töten, Fleance hingegen kann fliehen.
chunk_13.txt	Zwar gelingt es ihnen, Banquo zu töten, aber Fleance kann entkommen.
chunk_13.txt	Er lässt Banquo durch gedungene Mörder töten, doch sein Sohn Fleance kann dem Komplott entkommen.
chunk_14.txt	Macbeth erfährt von diesem Fehlschlag, während er in Anwesenheit zahlreicher Adliger in einem prunkvollen Saal feiert. Er gibt vor, über die Abwesenheit Banquos besorgt zu sein. Als er aufgefordert wird, sich zu den anderen an den Tisch zu setzen, antwortet der König, es seien doch schon alle Stühle besetzt – um im nächsten Moment vor Schreck zu erstarren. Auf seinem Platz sieht er den Geist des ermordeten Banquo! Zum Erstaunen der Anwesenden, die den Toten nicht wahrnehmen, beginnt er scheinbar mit einem leeren Stuhl zu sprechen. Lady Macbeth befürchtet, ihr Mann werde sich verraten. Sie versucht, die Situation zu retten, indem sie das Verhalten ihres Mannes als Krankheit bezeichnet, unter der er schon seit seiner Kindheit leide. Der Anfall werde aber gleich vorüber sein. Macbeth selber fordert sie zornig auf, sich zusammenzureißen. Einen Moment lang scheint sich die Lage zu entspannen: Der Geist verschwindet, und Macbeth kommt wieder zu sich. 
chunk_14.txt	Als Macbeth das erfährt, reagiert er ungehalten, da er nun weiterhin um seine Königsherrschaft fürchten muss. Am selben Abend gibt Macbeth ein Bankett zur Feier seiner Krönung. Als dazu der Geist Banquos erscheint und auf dem Stuhl von Macbeth Platz nimmt, zeigt sich der König verängstigt und verwirrt. Da aber nur er selbst Banquo wahrnimmt, ist die Gesellschaft höchst beunruhigt durch das merkwürdige Verhalten des Königs, der vor einem leeren Stuhl zurückschreckt. Lady Macbeth versucht, die Situation zu retten und die verräterischen Ausrufe ihres Mannes zu beschönigen, indem sie seine Halluzinationen zunächst als vorübergehende und harmlose Familienkrankheit entschuldigt.
chunk_14.txt	Auf einem Staatsbankett erscheint Banquos blutbefleckter Geist, worauf Macbeth mit solcher Panik reagiert, dass Lady Macbeth die irritierten Gäste fortschickt, damit kein Verdacht geschöpft wird.
chunk_15.txt	Doch als er heuchlerisch auf das Wohl Banquos anstößt, erscheint das Gespenst erneut. Macbeth fordert es eindringlich auf, zu verschwinden. Die Feier wird vorzeitig aufgelöst. Danach stellt das Ehepaar fest, dass Macduff dem Anlass ohne Erklärung ferngeblieben ist. Macbeth beschließt, die drei Hexen über sein Schicksal zu befragen.
chunk_15.txt	Doch als sich der Vorfall wiederholt, bricht sie die Feier ab und schickt die Gäste nach Hause. Angesichts dieser Ereignisse beschließt Macbeth, die drei Hexen ein zweites Mal aufzusuchen, um sich Gewissheit über seine Zukunft zu verschaffen.
chunk_16.txt	Die Hexen werden inzwischen von der Oberhexe Hekate heftig getadelt, weil sie Macbeth ohne ihre Zustimmung mit Prophezeiungen konfrontiert haben. Hekate trägt den Hexen auf, für das neuerliche Zusammentreffen mit Macbeth einen Zaubertrank vorzubereiten, der ihn endgültig ins Verderben stürzen soll. Irgendwo in Schottland treffen derweil der Adlige Lenox und ein anderer Lord zu einem Austausch von Informationen und Gerüchten zusammen. Lenox hegt den Verdacht, Macbeth sei für die Morde verantwortlich, während der Lord zu berichten weiß, dass der in Ungnade gefallene Macduff an den englischen Königshof geflüchtet sei und mithilfe des englischen Herrschers plane, den Meuchelmörder und Tyrannen Macbeth zu stürzen.
chunk_17.txt	Die Hexen tanzen um einen Kessel mit brodelndem Gebräu, das allerlei Makabres enthält: Geißengalle, Rattenblut, Hundekopf, die Nase eines Türken, die Hand eines Kindes, Paviansblut usw. Macbeth tritt auf und will seine Zukunft wissen. Mehrere Erscheinungen werden von den Hexen heraufbeschworen: Unter Donnergrollen taucht zunächst ein gepanzerter Kopf auf, der den König vor Macduff warnt. Dann sagt ein blutiges Kind, dass keiner, den je ein Weib gebar, Macbeth schaden könne. Die Erscheinung eines gekrönten Kindes versichert Macbeth, er sei unbesiegbar – zumindest solange sich nicht der Wald von Birnam gegen den Berg von Dunsinane bewege. Macbeth ist erleichtert: So etwas könne ja nie geschehen. 
chunk_17.txt	Macbeth an die Tür klopft, hereintritt und die alten Weiber bittet, ihm sein weiteres Schicksal zu weissagen. Daraufhin beschwören die Hexen drei Erscheinungen herauf: Die erste, ein bewaffnetes Haupt, weist ihn an, sich vor Macduff in acht zu nehmen. Die zweite, ein blutiges Kind, verkündet ihm, dass kein Mensch, der von einer Frau geboren wurde, ihm je Schaden zufügen kann. Die dritte Vision, ein gekröntes Kind mit einem Baum in der Hand, verspricht Macbeth, er habe nichts zu fürchten, solange nicht der Wald von Birnam nach Dunsinane kommt.
chunk_17.txt	Da Macbeth weiter um den Erhalt seiner Macht fürchtet, sucht er die Hexen auf, um mehr über seine Zukunft zu erfahren. Sie warnen ihn vor Macduff, wiegen ihn aber in Sicherheit in Bezug auf seine Herrschaft. Solange der Wald von Birnam sich nicht auf sein Schloss zu bewegt, wird ihm nichts passieren, auch deswegen, weil kein Mann, der von Frauen geboren wurde, ihn töten kann.
chunk_18.txt	 Doch er will unbedingt wissen, ob Banquos Nachkommen dereinst regieren werden. Als Antwort erscheint eine Prozession von Königen, wobei einer einen Spiegel in der Hand hält, der unendlich viele Herrscher reflektiert. Begleitet wird der Tross durch den grinsenden Geist Banquos. Nun weiß Macbeth, dass die Prophezeiung sich erfüllen wird. Kaum sind die Hexen verschwunden, erfährt er durch Lenox, dass Macduff nach England geflohen ist. Er beschließt, die Burg des Abtrünnigen anzugreifen und dessen Familie und Gefolgschaft zu töten.
chunk_18.txt	Der König ist erfreut über diese neuen Prophezeiungen, drängt die Hexen jedoch, ihm auch noch zu verraten, ob Banquos Nachkommen wirklich Könige sein werden. Daraufhin konfrontieren die drei Schwestern Macbeth mit weiteren Erscheinungen: acht Figuren, gekleidet wie Könige und augenscheinlich Nachfahren Banquos, und schließlich auch Banquo selbst als letzten der Reihe. Mit dieser Vision verschwinden die Hexen und lassen Macbeth allein zurück. Lennox tritt auf und berichtet dem König, dass Macduff nach England geflohen ist, um mit Malcolm ein Rebellionsheer gegen Macbeth anzuführen. Aus Rache befiehlt dieser, Macduffs Frau und Kinder zu ermorden.
chunk_18.txt	Macbeth erfährt, dass Macduff nach England geflohen ist, und vermutet eine geplante Rebellion. 
chunk_19.txt	Lady Macduff fühlt sich von ihrem geflohenen Mann im Stich gelassen. Sie macht dem Abwesenden bittere Vorwürfe und sagt ihrem Sohn, dass er keinen Vater mehr habe. In diesem Moment stürmt ein Bote herein, der Lady Macduff auffordert, sich sofort in Sicherheit zu bringen. Doch es ist zu spät: Eine Mörderbande dringt herein und tötet das Kind, während die Lady, von der Meute verfolgt, die Flucht ergreift.
chunk_20.txt	Im englischen Königsschloss treffen Macduff und Malcolm, der Sohn des ermordeten Duncan, aufeinander. Zunächst herrscht eine Atmosphäre des Misstrauens. Malcolm meint, er selbst wäre in seiner Maß- und Gewissenlosigkeit sicher ein noch viel schrecklicherer König als Macbeth. Bei diesen Worten wird Macduff von großer Trauer um Schottlands Schicksal überwältigt, was seinem Gegenüber Vertrauen einflößt. Die beiden beschließen, gemeinsam gegen Macbeth vorzugehen.
chunk_21.txt	Ein Bote berichtet Fürchterliches: Macbeth hat Macduffs ganze Familie ausrotten lassen.
chunk_22.txt	Macduff ist zunächst bis ins Mark erschüttert, dann jedoch schwört er Rache.
chunk_22.txt	Macduff, der in England mit Malcolm und König Edward ein Bündnis gegen Macbeth schmiedet, sinnt auf Rache, als er von der Tat erfährt. Zusammen mit Malcolm und Siward, dem Earl of Northumberland und englischen Heerführer, zieht Macduff in den Krieg gegen Macbeth.
chunk_22.txt	Nachdem Macduff vom Tod seiner Frau und den Kindern informiert wurde, schwört er, Macbeth persönlich zu töten.
chunk_23.txt	Zuvor erleben jedoch eine Kammerfrau und ein Arzt, wie Lady Macbeth von ihrem schlechten Gewissen umgetrieben wird und ohne es zu wollen ihre Schuld verrät. Nachts läuft sie schlafwandelnd durchs Schloss, redet von Blut und wäscht sich ständig die Hände. Der Arzt erklärt, er sei überfordert, und empfiehlt die Königin in die Hände eines Geistlichen. 
chunk_23.txt	Seine Frau, vom schlechten Gewissen wegen ihrer Schuld an Duncans Tod geplagt, an Albträumen leidet und im Schlaf wandelt und phantasiert
chunk_24.txt	Macbeth hingegen ist zuversichtlich, weil er den Voraussagen der Hexen vertraut. Er glaubt, er sei unbesiegbar, obwohl inzwischen viele seiner Soldaten und Getreuen desertiert sind. 
chunk_24.txt	Das englische Heer, angeführt vom rechtmäßigen Thronerben Malcolm, zieht gemeinsam mit Macduff in den Krieg gegen den schottischen Usurpator. 
chunk_25.txt	Die herannahenden Truppen verbergen sich hinter tarnenden Ästen und Zweigen aus dem Wald von Birnam, um unbemerkt bis Dunsinane vordringen zu können. Als Macbeth von dem „wandelnden Wald“ erfährt, erkennt er, dass sich dieser Teil der Prophezeiung erfüllen wird.
chunk_25.txt	Macbeth beschließt, bis zum bitteren Ende gegen seine Feinde zu kämpfen, als er das mit Zweigen getarnte Heer anrücken sieht.
chunk_25.txt	Doch Macbeths Selbstsicherheit gerät Stück für Stück ins Wanken: Zuerst erfährt er, dass Lady Macbeth inzwischen gestorben ist; dann berichtet ihm ein Bote, dass sich der Wald von Birnam tatsächlich auf das Schloss zubewege – denn die feindlichen Soldaten halten sich zur Vertuschung ihrer Anzahl Äste und junge Bäume über den Kopf. 
chunk_26.txt	Macbeth erkennt und verflucht die Zweideutigkeit der Hexen und stürzt sich ins Kampfesgetümmel, immer noch in dem Vertrauen, dass jeder Gegner „von einem Weib geboren“ ist und ihm darum nicht gefährlich werden kann. Doch als er auf Macduff stößt, erweist sich auch diese Prophezeiung der Hexen als zweischneidig: Macduff ist nämlich durch Kaiserschnitt auf die Welt gekommen.
chunk_26.txt	Zunächst vermag aber niemand, den König zu töten. Schließlich stellt sich Macduff Macbeth zum Zweikampf. Auf die höhnische Äußerung des Tyrannen, kein Mensch, der von einer Frau geboren wurde, sei imstande, ihn zu töten, erwidert Macduff, er sei nicht von seiner Mutter geboren, sondern ihr vor der Zeit aus dem Bauch geschnitten worden.
chunk_26.txt	" ""Macbeth begibt sich in den Kampf"""
chunk_27.txt	Als ihm Macduff gegenübersteht und sagt, dass er durch einen Kaiserschnitt zur Welt kam, wird Macbeth die Doppeldeutigkeit der Prophezeiungen klar. Macbeth stürzt sich trotzdem in den Zweikampf und stirbt. Malcolm wird zum neuen, rechtmäßigen schottischen König gekrönt.
chunk_27.txt	 Er kämpft mit Macduff, unterliegt ihm aber und wird getötet. Malcolm wird zum neuen schottischen König ausgerufen.
chunk_27.txt	Macbeth weigert sich dennoch, sich zu ergeben, und wird im Zweikampf von Macduff getötet. Anschließend wird Duncans Sohn Malcolm zum neuen König von Schottland ausgerufen.
